"pixel_id","NDVI","Human_Modification","date","area_name","elevation","T_BIOME","Temperature_C","Precipitation_mm"
10,0.665,0.00451926980167627,1982-02-01,"Garden Route National Park",225,NA,18.9289947509766,1.21268145267095
11,0.686,0.00663358252495527,1982-02-01,"Garden Route National Park",225,NA,18.4055572509766,0.97672529045667
12,0.737,0.0247415006160736,1982-02-01,"Garden Route National Park",225,NA,19.5286041259766,1.38194374267187
13,0.686,0.00469606183469295,1982-02-01,"Garden Route National Park",225,NA,18.9485260009766,1.16770974818792
14,0.574,0.00449166586622595,1982-02-01,"Garden Route National Park",225,NA,18.9289947509766,1.21268145267095
17,0.719,0.00582334026694297,1982-02-01,"Garden Route National Park",225,NA,18.7610260009766,1.3912979466113
19,0.825,0.0120475627481937,1982-02-01,"Garden Route National Park",225,NA,19.3137603759766,1.30873433772649
20,0.766,0.031460378319025,1982-02-01,"Garden Route National Park",225,NA,18.9250885009766,1.33859626475896
22,0.681,0.0248734205961227,1982-02-01,"Garden Route National Park",225,NA,19.7180572509766,1.29832215134229
23,0.825,0.0205586738884449,1982-02-01,"Garden Route National Park",225,NA,18.6965728759766,1.29474959794607
26,0.686,0.0047385492362082,1982-02-01,"Garden Route National Park",225,NA,18.4055572509766,0.97672529045667
27,0.625,0.103396765887737,1982-02-01,"Garden Route National Park",225,NA,19.6555572509766,1.29235423628415
28,0.665,0.0244722347706556,1982-02-01,"Garden Route National Park",225,NA,18.9289947509766,1.21268145267095
30,0.766,0.0152269508689642,1982-02-01,"Garden Route National Park",225,NA,18.9250885009766,1.33859626475896
32,0.693,0.00414894102141261,1982-02-01,"Garden Route National Park",225,NA,18.7493072509766,1.30881256882276
34,0.719,0.0344111546874046,1982-02-01,"Garden Route National Park",225,NA,19.3450103759766,1.35270393911924
35,0.808,0.0053354175761342,1982-02-01,"Garden Route National Park",225,NA,18.7610260009766,1.3912979466113
36,0.728,0.00657066376879811,1982-02-01,"Garden Route National Park",225,NA,18.9602447509766,1.25611088697042
37,0.719,0.0149390660226345,1982-02-01,"Garden Route National Park",225,NA,19.3450103759766,1.35270393911924
38,0.766,0.00451654708012938,1982-02-01,"Garden Route National Park",225,NA,18.5813385009766,1.13586596671666
39,0.766,0.00721712969243526,1982-02-01,"Garden Route National Park",225,NA,18.9250885009766,1.33859626475896
0,0.769,0.00455016596242785,1982-02-02,"Garden Route National Park",225,NA,18.9250885009766,1.33859626475896
1,0.561,0.0407549329102039,1982-02-02,"Garden Route National Park",225,NA,18.5090728759766,1.02730728212919
2,0.561,0.0316145271062851,1982-02-02,"Garden Route National Park",225,NA,18.5090728759766,1.02730728212919
3,0.744,0.0446269735693932,1982-02-02,"Garden Route National Park",225,NA,18.9602447509766,1.25611088697042
4,0.769,0.00455319741740822,1982-02-02,"Garden Route National Park",225,NA,18.9250885009766,1.33859626475896
5,0.775,0.00502338493242859,1982-02-02,"Garden Route National Park",225,NA,18.7610260009766,1.3912979466113
6,0.776,0.00831060390919447,1982-02-02,"Garden Route National Park",225,NA,18.7610260009766,1.3912979466113
7,0.735,0.0346299335360527,1982-02-02,"Garden Route National Park",225,NA,19.7180572509766,1.29832215134229
8,0.737,0.00499211670830845,1982-02-02,"Garden Route National Park",225,NA,19.6086822509766,1.24702862922277
10,0.704,0.00451926980167627,1982-02-02,"Garden Route National Park",225,NA,18.9289947509766,1.21268145267095
11,0.72,0.00663358252495527,1982-02-02,"Garden Route National Park",225,NA,18.4055572509766,0.97672529045667
12,0.744,0.0247415006160736,1982-02-02,"Garden Route National Park",225,NA,19.5286041259766,1.38194374267187
13,0.72,0.00469606183469295,1982-02-02,"Garden Route National Park",225,NA,18.9485260009766,1.16770974818792
14,0.665,0.00449166586622595,1982-02-02,"Garden Route National Park",225,NA,18.9289947509766,1.21268145267095
17,0.807,0.00582334026694297,1982-02-02,"Garden Route National Park",225,NA,18.7610260009766,1.3912979466113
19,0.789,0.0120475627481937,1982-02-02,"Garden Route National Park",225,NA,19.3137603759766,1.30873433772649
20,0.769,0.031460378319025,1982-02-02,"Garden Route National Park",225,NA,18.9250885009766,1.33859626475896
22,0.735,0.0248734205961227,1982-02-02,"Garden Route National Park",225,NA,19.7180572509766,1.29832215134229
23,0.789,0.0205586738884449,1982-02-02,"Garden Route National Park",225,NA,18.6965728759766,1.29474959794607
26,0.72,0.0047385492362082,1982-02-02,"Garden Route National Park",225,NA,18.4055572509766,0.97672529045667
27,0.617,0.103396765887737,1982-02-02,"Garden Route National Park",225,NA,19.6555572509766,1.29235423628415
28,0.704,0.0244722347706556,1982-02-02,"Garden Route National Park",225,NA,18.9289947509766,1.21268145267095
30,0.769,0.0152269508689642,1982-02-02,"Garden Route National Park",225,NA,18.9250885009766,1.33859626475896
32,0.719,0.00414894102141261,1982-02-02,"Garden Route National Park",225,NA,18.7493072509766,1.30881256882276
34,0.807,0.0344111546874046,1982-02-02,"Garden Route National Park",225,NA,19.3450103759766,1.35270393911924
35,0.81,0.0053354175761342,1982-02-02,"Garden Route National Park",225,NA,18.7610260009766,1.3912979466113
36,0.744,0.00657066376879811,1982-02-02,"Garden Route National Park",225,NA,18.9602447509766,1.25611088697042
37,0.807,0.0149390660226345,1982-02-02,"Garden Route National Park",225,NA,19.3450103759766,1.35270393911924
38,0.769,0.00451654708012938,1982-02-02,"Garden Route National Park",225,NA,18.5813385009766,1.13586596671666
39,0.769,0.00721712969243526,1982-02-02,"Garden Route National Park",225,NA,18.9250885009766,1.33859626475896
0,0.779,0.00455016596242785,1982-03-01,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
1,0.544,0.0407549329102039,1982-03-01,"Garden Route National Park",225,NA,16.8240142822266,1.25643572391709
2,0.544,0.0316145271062851,1982-03-01,"Garden Route National Park",225,NA,16.8240142822266,1.25643572391709
3,0.756,0.0446269735693932,1982-03-01,"Garden Route National Park",225,NA,17.3181549072266,1.4058571177884
4,0.779,0.00455319741740822,1982-03-01,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
5,0.77,0.00502338493242859,1982-03-01,"Garden Route National Park",225,NA,17.1111236572266,1.45214012445649
6,0.777,0.00831060390919447,1982-03-01,"Garden Route National Park",225,NA,17.1111236572266,1.45214012445649
7,0.784,0.0346299335360527,1982-03-01,"Garden Route National Park",225,NA,18.2751861572266,1.26414707483491
8,0.729,0.00499211670830845,1982-03-01,"Garden Route National Park",225,NA,18.1501861572266,1.23836806596955
10,0.693,0.00451926980167627,1982-03-01,"Garden Route National Park",225,NA,17.3513580322266,1.34864410938462
11,0.684,0.00663358252495527,1982-03-01,"Garden Route National Park",225,NA,16.7419830322266,1.20364090980729
12,0.735,0.0247415006160736,1982-03-01,"Garden Route National Park",225,NA,18.0876861572266,1.3135816770955
13,0.684,0.00469606183469295,1982-03-01,"Garden Route National Park",225,NA,17.3982330322266,1.31092927040299
14,0.628,0.00449166586622595,1982-03-01,"Garden Route National Park",225,NA,17.3513580322266,1.34864410938462
17,0.781,0.00582334026694297,1982-03-01,"Garden Route National Park",225,NA,17.1111236572266,1.45214012445649
19,0.812,0.0120475627481937,1982-03-01,"Garden Route National Park",225,NA,17.7869049072266,1.27584448637208
20,0.779,0.031460378319025,1982-03-01,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
22,0.784,0.0248734205961227,1982-03-01,"Garden Route National Park",225,NA,18.2751861572266,1.26414707483491
23,0.812,0.0205586738884449,1982-03-01,"Garden Route National Park",225,NA,17.0857330322266,1.3888995963498
26,0.684,0.0047385492362082,1982-03-01,"Garden Route National Park",225,NA,16.7419830322266,1.20364090980729
27,0.627,0.103396765887737,1982-03-01,"Garden Route National Park",225,NA,18.1189361572266,1.3251971322461
28,0.693,0.0244722347706556,1982-03-01,"Garden Route National Park",225,NA,17.3513580322266,1.34864410938462
30,0.779,0.0152269508689642,1982-03-01,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
32,0.694,0.00414894102141261,1982-03-01,"Garden Route National Park",225,NA,17.0935455322266,1.44162735523423
34,0.781,0.0344111546874046,1982-03-01,"Garden Route National Park",225,NA,17.7908111572266,1.31022891582688
35,0.776,0.0053354175761342,1982-03-01,"Garden Route National Park",225,NA,17.1111236572266,1.45214012445649
36,0.756,0.00657066376879811,1982-03-01,"Garden Route National Park",225,NA,17.3181549072266,1.4058571177884
37,0.781,0.0149390660226345,1982-03-01,"Garden Route National Park",225,NA,17.7908111572266,1.31022891582688
38,0.779,0.00451654708012938,1982-03-01,"Garden Route National Park",225,NA,16.8337799072266,1.29801741422853
39,0.779,0.00721712969243526,1982-03-01,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
0,0.785,0.00455016596242785,1982-03-02,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
1,0.563,0.0407549329102039,1982-03-02,"Garden Route National Park",225,NA,16.8240142822266,1.25643572391709
2,0.563,0.0316145271062851,1982-03-02,"Garden Route National Park",225,NA,16.8240142822266,1.25643572391709
3,0.745,0.0446269735693932,1982-03-02,"Garden Route National Park",225,NA,17.3181549072266,1.4058571177884
4,0.785,0.00455319741740822,1982-03-02,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
5,0.783,0.00502338493242859,1982-03-02,"Garden Route National Park",225,NA,17.1111236572266,1.45214012445649
6,0.774,0.00831060390919447,1982-03-02,"Garden Route National Park",225,NA,17.1111236572266,1.45214012445649
7,0.795,0.0346299335360527,1982-03-02,"Garden Route National Park",225,NA,18.2751861572266,1.26414707483491
8,0.734,0.00499211670830845,1982-03-02,"Garden Route National Park",225,NA,18.1501861572266,1.23836806596955
10,0.715,0.00451926980167627,1982-03-02,"Garden Route National Park",225,NA,17.3513580322266,1.34864410938462
11,0.722,0.00663358252495527,1982-03-02,"Garden Route National Park",225,NA,16.7419830322266,1.20364090980729
12,0.747,0.0247415006160736,1982-03-02,"Garden Route National Park",225,NA,18.0876861572266,1.3135816770955
13,0.722,0.00469606183469295,1982-03-02,"Garden Route National Park",225,NA,17.3982330322266,1.31092927040299
14,0.609,0.00449166586622595,1982-03-02,"Garden Route National Park",225,NA,17.3513580322266,1.34864410938462
17,0.809,0.00582334026694297,1982-03-02,"Garden Route National Park",225,NA,17.1111236572266,1.45214012445649
19,0.806,0.0120475627481937,1982-03-02,"Garden Route National Park",225,NA,17.7869049072266,1.27584448637208
20,0.785,0.031460378319025,1982-03-02,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
22,0.795,0.0248734205961227,1982-03-02,"Garden Route National Park",225,NA,18.2751861572266,1.26414707483491
23,0.806,0.0205586738884449,1982-03-02,"Garden Route National Park",225,NA,17.0857330322266,1.3888995963498
26,0.722,0.0047385492362082,1982-03-02,"Garden Route National Park",225,NA,16.7419830322266,1.20364090980729
27,0.65,0.103396765887737,1982-03-02,"Garden Route National Park",225,NA,18.1189361572266,1.3251971322461
28,0.715,0.0244722347706556,1982-03-02,"Garden Route National Park",225,NA,17.3513580322266,1.34864410938462
30,0.785,0.0152269508689642,1982-03-02,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
32,0.699,0.00414894102141261,1982-03-02,"Garden Route National Park",225,NA,17.0935455322266,1.44162735523423
34,0.809,0.0344111546874046,1982-03-02,"Garden Route National Park",225,NA,17.7908111572266,1.31022891582688
35,0.807,0.0053354175761342,1982-03-02,"Garden Route National Park",225,NA,17.1111236572266,1.45214012445649
36,0.745,0.00657066376879811,1982-03-02,"Garden Route National Park",225,NA,17.3181549072266,1.4058571177884
37,0.809,0.0149390660226345,1982-03-02,"Garden Route National Park",225,NA,17.7908111572266,1.31022891582688
38,0.785,0.00451654708012938,1982-03-02,"Garden Route National Park",225,NA,16.8337799072266,1.29801741422853
39,0.785,0.00721712969243526,1982-03-02,"Garden Route National Park",225,NA,17.2947174072266,1.44233516039094
0,0.767,0.00455016596242785,1982-04-01,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
1,0.55,0.0407549329102039,1982-04-01,"Garden Route National Park",225,NA,14.0885406494141,5.65710335831682
2,0.55,0.0316145271062851,1982-04-01,"Garden Route National Park",225,NA,14.0885406494141,5.65710335831682
3,0.74,0.0446269735693932,1982-04-01,"Garden Route National Park",225,NA,15.1432281494141,5.33612489562074
4,0.767,0.00455319741740822,1982-04-01,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
5,0.765,0.00502338493242859,1982-04-01,"Garden Route National Park",225,NA,14.7643218994141,6.30850016932527
6,0.787,0.00831060390919447,1982-04-01,"Garden Route National Park",225,NA,14.7643218994141,6.30850016932527
7,0.785,0.0346299335360527,1982-04-01,"Garden Route National Park",225,NA,16.2740875244141,6.48556321721117
8,0.727,0.00499211670830845,1982-04-01,"Garden Route National Park",225,NA,16.1725250244141,6.26598715643922
10,0.713,0.00451926980167627,1982-04-01,"Garden Route National Park",225,NA,15.1158843994141,6.15775257210771
11,0.709,0.00663358252495527,1982-04-01,"Garden Route National Park",225,NA,14.0162750244141,5.69770157198946
12,0.745,0.0247415006160736,1982-04-01,"Garden Route National Park",225,NA,15.9459625244141,6.8587031946663
13,0.709,0.00469606183469295,1982-04-01,"Garden Route National Park",225,NA,15.2408843994141,6.12127452950517
14,0.608,0.00449166586622595,1982-04-01,"Garden Route National Park",225,NA,15.1158843994141,6.15775257210771
17,0.764,0.00582334026694297,1982-04-01,"Garden Route National Park",225,NA,14.7643218994141,6.30850016932527
19,0.827,0.0120475627481937,1982-04-01,"Garden Route National Park",225,NA,15.6041656494141,6.02317273478548
20,0.767,0.031460378319025,1982-04-01,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
22,0.785,0.0248734205961227,1982-04-01,"Garden Route National Park",225,NA,16.2740875244141,6.48556321721117
23,0.827,0.0205586738884449,1982-04-01,"Garden Route National Park",225,NA,14.8385406494141,6.23434454064409
26,0.709,0.0047385492362082,1982-04-01,"Garden Route National Park",225,NA,14.0162750244141,5.69770157198946
27,0.636,0.103396765887737,1982-04-01,"Garden Route National Park",225,NA,16.1803375244141,4.7038239226822
28,0.713,0.0244722347706556,1982-04-01,"Garden Route National Park",225,NA,15.1158843994141,6.15775257210771
30,0.767,0.0152269508689642,1982-04-01,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
32,0.686,0.00414894102141261,1982-04-01,"Garden Route National Park",225,NA,14.6510406494141,6.24555766444246
34,0.764,0.0344111546874046,1982-04-01,"Garden Route National Park",225,NA,15.5846343994141,5.91838031868974
35,0.738,0.0053354175761342,1982-04-01,"Garden Route National Park",225,NA,14.7643218994141,6.30850016932527
36,0.74,0.00657066376879811,1982-04-01,"Garden Route National Park",225,NA,15.1432281494141,5.33612489562074
37,0.764,0.0149390660226345,1982-04-01,"Garden Route National Park",225,NA,15.5846343994141,5.91838031868974
38,0.767,0.00451654708012938,1982-04-01,"Garden Route National Park",225,NA,13.9752593994141,5.64276099066774
39,0.767,0.00721712969243526,1982-04-01,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
0,0.747,0.00455016596242785,1982-04-02,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
1,0.552,0.0407549329102039,1982-04-02,"Garden Route National Park",225,NA,14.0885406494141,5.65710335831682
2,0.552,0.0316145271062851,1982-04-02,"Garden Route National Park",225,NA,14.0885406494141,5.65710335831682
3,0.75,0.0446269735693932,1982-04-02,"Garden Route National Park",225,NA,15.1432281494141,5.33612489562074
4,0.747,0.00455319741740822,1982-04-02,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
5,0.745,0.00502338493242859,1982-04-02,"Garden Route National Park",225,NA,14.7643218994141,6.30850016932527
6,0.781,0.00831060390919447,1982-04-02,"Garden Route National Park",225,NA,14.7643218994141,6.30850016932527
7,0.779,0.0346299335360527,1982-04-02,"Garden Route National Park",225,NA,16.2740875244141,6.48556321721117
8,0.721,0.00499211670830845,1982-04-02,"Garden Route National Park",225,NA,16.1725250244141,6.26598715643922
10,0.714,0.00451926980167627,1982-04-02,"Garden Route National Park",225,NA,15.1158843994141,6.15775257210771
11,0.728,0.00663358252495527,1982-04-02,"Garden Route National Park",225,NA,14.0162750244141,5.69770157198946
12,0.737,0.0247415006160736,1982-04-02,"Garden Route National Park",225,NA,15.9459625244141,6.8587031946663
13,0.728,0.00469606183469295,1982-04-02,"Garden Route National Park",225,NA,15.2408843994141,6.12127452950517
14,0.552,0.00449166586622595,1982-04-02,"Garden Route National Park",225,NA,15.1158843994141,6.15775257210771
17,0.76,0.00582334026694297,1982-04-02,"Garden Route National Park",225,NA,14.7643218994141,6.30850016932527
19,0.793,0.0120475627481937,1982-04-02,"Garden Route National Park",225,NA,15.6041656494141,6.02317273478548
20,0.747,0.031460378319025,1982-04-02,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
22,0.779,0.0248734205961227,1982-04-02,"Garden Route National Park",225,NA,16.2740875244141,6.48556321721117
23,0.793,0.0205586738884449,1982-04-02,"Garden Route National Park",225,NA,14.8385406494141,6.23434454064409
26,0.728,0.0047385492362082,1982-04-02,"Garden Route National Park",225,NA,14.0162750244141,5.69770157198946
27,0.636,0.103396765887737,1982-04-02,"Garden Route National Park",225,NA,16.1803375244141,4.7038239226822
28,0.714,0.0244722347706556,1982-04-02,"Garden Route National Park",225,NA,15.1158843994141,6.15775257210771
30,0.747,0.0152269508689642,1982-04-02,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
32,0.7,0.00414894102141261,1982-04-02,"Garden Route National Park",225,NA,14.6510406494141,6.24555766444246
34,0.76,0.0344111546874046,1982-04-02,"Garden Route National Park",225,NA,15.5846343994141,5.91838031868974
35,0.775,0.0053354175761342,1982-04-02,"Garden Route National Park",225,NA,14.7643218994141,6.30850016932527
36,0.75,0.00657066376879811,1982-04-02,"Garden Route National Park",225,NA,15.1432281494141,5.33612489562074
37,0.76,0.0149390660226345,1982-04-02,"Garden Route National Park",225,NA,15.5846343994141,5.91838031868974
38,0.747,0.00451654708012938,1982-04-02,"Garden Route National Park",225,NA,13.9752593994141,5.64276099066774
39,0.747,0.00721712969243526,1982-04-02,"Garden Route National Park",225,NA,15.0768218994141,5.76726019244234
0,0.74,0.00455016596242785,1982-05-01,"Garden Route National Park",225,NA,13.9344268798828,0.621431585159371
1,0.563,0.0407549329102039,1982-05-01,"Garden Route National Park",225,NA,12.9441925048828,0.526108857002328
2,0.563,0.0316145271062851,1982-05-01,"Garden Route National Park",225,NA,12.9441925048828,0.526108857002328
3,0.737,0.0446269735693932,1982-05-01,"Garden Route National Park",225,NA,14.0027862548828,0.580803569164345
4,0.74,0.00455319741740822,1982-05-01,"Garden Route National Park",225,NA,13.9344268798828,0.621431585159371
5,0.746,0.00502338493242859,1982-05-01,"Garden Route National Park",225,NA,13.6395050048828,0.657887276020119
6,0.776,0.00831060390919447,1982-05-01,"Garden Route National Park",225,NA,13.6395050048828,0.657887276020119
7,0.767,0.0346299335360527,1982-05-01,"Garden Route National Park",225,NA,15.7332550048828,0.591688867416451
8,0.731,0.00499211670830845,1982-05-01,"Garden Route National Park",225,NA,15.5672393798828,0.5738894303704
10,0.706,0.00451926980167627,1982-05-01,"Garden Route National Park",225,NA,14.2156768798828,0.579544421043465
11,0.712,0.00663358252495527,1982-05-01,"Garden Route National Park",225,NA,12.9656768798828,0.532523806896279
12,0.744,0.0247415006160736,1982-05-01,"Garden Route National Park",225,NA,15.4656768798828,0.625410195198128
13,0.712,0.00469606183469295,1982-05-01,"Garden Route National Park",225,NA,14.3035675048828,0.579641278591225
14,0.616,0.00449166586622595,1982-05-01,"Garden Route National Park",225,NA,14.2156768798828,0.579544421043465
17,0.77,0.00582334026694297,1982-05-01,"Garden Route National Park",225,NA,13.6395050048828,0.657887276020119
19,0.809,0.0120475627481937,1982-05-01,"Garden Route National Park",225,NA,14.9773956298828,0.584558661785195
20,0.74,0.031460378319025,1982-05-01,"Garden Route National Park",225,NA,13.9344268798828,0.621431585159371
22,0.767,0.0248734205961227,1982-05-01,"Garden Route National Park",225,NA,15.7332550048828,0.591688867416451
23,0.809,0.0205586738884449,1982-05-01,"Garden Route National Park",225,NA,13.7273956298828,0.62758576473243
26,0.712,0.0047385492362082,1982-05-01,"Garden Route National Park",225,NA,12.9656768798828,0.532523806896279
27,0.599,0.103396765887737,1982-05-01,"Garden Route National Park",225,NA,15.4813018798828,0.525065775718758
28,0.706,0.0244722347706556,1982-05-01,"Garden Route National Park",225,NA,14.2156768798828,0.579544421043465
